País,Conta Bancária,Local,Celular,Tamanho da Família,Idade,Gênero,Relação com Chefe de Família,Estado Civil,Nível Educacional,Tipo de Trabalho
1,Não,1,1,4,56,2,1,3,1,1
1,Não,1,1,4,32,2,2,1,1,2
1,Não,1,1,7,17,2,5,2,3,4
1,Não,2,1,8,43,2,2,1,2,3
1,Não,2,1,1,35,1,1,4,1,3
1,Não,2,1,5,42,1,1,1,1,2
1,Não,2,1,5,44,1,1,1,1,2
1,Não,2,1,7,50,1,1,1,2,2
1,Não,2,1,3,50,2,1,3,3,3
1,Não,2,2,4,76,1,1,1,2,3
1,Não,1,1,5,24,1,3,2,3,3
1,Não,2,1,5,19,1,4,2,1,2
1,Não,2,1,5,31,2,2,1,1,3
1,Não,1,1,5,21,1,4,2,3,5
1,Não,2,1,3,59,1,1,1,1,3
1,Não,2,1,3,30,1,1,1,1,1
1,Não,2,1,5,52,2,2,1,2,3
1,Não,2,1,3,57,2,1,3,2,3
1,Não,1,1,3,51,2,1,3,2,2
1,Não,2,2,7,16,2,3,2,1,1
1,Sim,1,1,3,25,2,2,1,1,4
1,Não,2,1,5,30,1,1,1,2,2
1,Não,1,2,4,50,2,2,1,2,5
1,Não,2,1,8,37,2,2,1,2,4
1,Não,2,1,3,23,2,2,1,1,3
1,Não,2,1,1,63,1,1,3,1,10
1,Não,2,1,5,19,1,4,2,1,3
1,Não,2,1,6,30,2,1,3,1,1
1,Não,2,1,4,31,2,2,1,1,5
1,Não,2,1,4,35,2,2,1,1,2
1,Não,2,1,5,42,1,1,1,1,1
1,Não,1,1,7,45,2,2,1,3,4
1,Não,2,1,7,27,1,3,2,1,2
1,Não,2,1,1,58,2,1,3,2,3
1,Sim,2,1,4,30,2,2,1,3,3
1,Não,2,1,9,16,2,3,2,1,3
1,Não,2,1,6,25,1,3,2,3,3
1,Não,2,1,3,19,1,1,1,3,2
1,Não,2,1,4,34,1,1,1,1,2
1,Não,2,2,2,40,2,1,3,2,2
1,Não,2,1,4,29,1,1,1,1,2
1,Não,2,1,3,66,2,2,1,2,3
1,Sim,1,2,5,19,1,3,2,3,4
1,Sim,1,1,3,25,2,2,1,3,1
1,Não,2,1,2,21,1,1,1,1,3
1,Sim,1,1,5,43,2,2,1,3,8
1,Não,2,1,4,38,1,1,1,1,3
1,Não,2,1,4,27,2,2,1,1,3
1,Sim,2,1,3,42,1,1,1,2,1
1,Não,2,2,4,34,1,1,1,1,3
1,Não,2,1,7,33,2,2,1,2,3
1,Não,2,2,5,34,2,1,3,2,2
1,Não,2,1,3,16,2,3,2,3,3
1,Não,2,2,2,76,2,2,1,2,3
1,Não,1,1,5,37,1,1,1,2,3
1,Não,2,1,3,25,2,2,1,1,3
1,Sim,2,1,7,50,1,1,1,1,3
1,Não,2,1,1,35,1,1,1,1,2
1,Não,2,1,6,34,2,1,4,2,3
1,Não,2,1,3,29,1,1,1,3,3
1,Não,2,2,4,59,2,2,1,2,3
1,Não,1,1,3,29,2,2,1,1,4
1,Não,2,1,3,21,2,2,1,3,2
1,Não,2,1,4,48,2,1,4,2,3
1,Não,2,1,7,40,2,1,3,1,3
1,Não,2,1,3,19,2,6,2,1,3
1,Não,2,1,4,37,1,1,1,1,3
1,Não,2,1,1,53,1,1,3,2,1
1,Não,2,1,3,43,2,1,4,1,3
1,Não,2,1,5,31,1,3,2,1,2
1,Sim,2,1,4,22,2,2,1,1,1
1,Não,2,1,8,37,1,1,1,2,2
1,Sim,2,1,6,23,2,3,4,1,1
1,Não,2,1,6,20,1,3,2,1,2
1,Não,2,1,7,62,1,1,1,1,5
1,Não,2,1,4,45,1,1,1,1,2
1,Não,2,2,8,17,2,3,2,3,3
1,Não,2,1,5,35,1,1,1,3,3
1,Não,2,1,1,25,2,1,2,3,1
1,Não,2,2,3,26,2,2,1,3,3
1,Não,2,1,5,34,2,2,1,1,2
1,Não,2,1,8,41,1,1,1,3,2
1,Sim,1,1,5,34,1,1,1,4,8
1,Sim,1,1,6,50,2,2,1,1,1
1,Sim,1,1,1,32,1,1,2,4,1
1,Não,2,2,3,55,2,2,1,2,5
1,Não,2,1,3,30,1,1,1,1,3
1,Não,2,1,1,53,2,1,3,2,4
1,Não,2,1,1,33,1,1,4,1,3
1,Não,2,2,4,83,1,1,1,1,4
1,Não,2,1,3,50,2,2,1,2,3
1,Sim,2,1,2,43,2,1,3,3,2
1,Não,2,1,1,42,2,1,2,1,3
1,Não,2,1,5,28,2,2,1,2,2
1,Não,2,1,8,49,1,1,1,1,3
1,Não,1,1,4,16,2,3,2,3,5
1,Não,2,1,6,35,1,1,1,1,2
1,Não,1,1,5,32,2,2,1,1,2
1,Não,2,1,3,34,2,1,4,2,3
1,Não,2,1,3,21,2,2,1,1,3
1,Não,2,1,6,33,1,1,1,1,3
1,Não,2,2,2,56,2,1,3,1,3
1,Não,1,2,7,35,1,1,1,1,6
1,Não,2,1,4,72,2,2,1,2,4
1,Não,2,1,3,24,2,2,1,3,1
1,Não,2,1,6,34,2,2,1,1,2
1,Não,2,1,7,41,2,1,2,2,1
1,Não,2,1,4,27,2,2,1,1,3
1,Não,2,2,1,56,2,1,3,2,3
1,Não,2,2,5,42,2,2,1,1,2
1,Não,2,1,6,32,2,2,1,1,3
1,Não,2,2,2,27,2,2,1,1,2
1,Não,2,1,3,24,2,2,1,1,3
1,Não,2,1,6,33,2,2,1,2,3
1,Não,2,1,3,45,2,1,1,2,3
1,Não,1,1,7,30,2,3,2,3,5
1,Não,2,1,4,33,2,1,4,2,2
1,Não,2,1,3,27,1,1,1,1,3
1,Não,2,1,4,24,2,2,1,1,3
1,Não,2,1,6,21,1,3,2,3,3
1,Sim,1,1,4,25,2,2,1,2,1
1,Não,2,1,1,55,1,1,2,1,2
1,Sim,2,1,6,40,2,1,3,1,1
1,Não,2,1,5,47,2,1,4,1,3
1,Não,2,1,4,16,2,3,2,1,10
1,Não,2,2,4,37,2,1,1,1,3
1,Não,2,1,7,75,2,1,3,2,3
1,Sim,2,1,6,22,1,3,2,3,5
1,Não,2,1,4,56,2,2,1,2,6
1,Não,2,1,7,17,2,3,2,1,3
1,Não,2,2,4,37,1,1,1,2,2
1,Não,2,1,3,78,2,2,1,2,3
1,Não,2,1,7,16,1,3,2,1,3
1,Não,2,1,2,47,2,1,3,1,2
1,Não,1,1,4,25,2,1,1,1,2
1,Não,2,1,2,23,1,1,1,1,3
1,Não,2,1,9,38,2,1,1,4,6
1,Não,2,2,2,17,2,1,2,1,1
1,Não,2,2,4,75,1,1,1,1,3
1,Não,2,1,3,24,1,1,1,1,3
1,Não,2,1,4,44,2,2,1,1,3
1,Não,2,1,4,49,1,1,1,1,3
1,Não,2,2,3,67,2,1,3,2,2
1,Não,2,2,4,52,2,2,1,1,3
1,Não,2,1,2,16,1,4,2,1,3
1,Não,2,1,7,20,1,3,2,3,2
1,Não,2,2,1,67,1,1,3,1,3
1,Não,2,2,6,34,2,2,1,1,2
1,Sim,2,1,2,24,1,1,1,1,3
1,Não,1,1,5,41,2,2,1,3,5
1,Sim,1,1,1,30,1,1,2,3,2
1,Não,2,2,5,34,2,1,3,1,2
1,Sim,2,1,7,38,2,2,1,1,3
1,Não,2,1,4,72,2,1,3,2,3
1,Não,2,1,3,74,2,1,3,1,2
1,Sim,2,1,3,33,1,1,1,3,8
1,Não,2,1,4,24,2,2,1,1,2
1,Sim,2,1,4,33,1,1,1,1,2
1,Não,2,1,2,21,2,2,1,1,2
1,Não,2,2,7,47,1,1,1,1,3
1,Não,2,2,1,70,2,1,3,2,3
1,Não,2,1,4,21,2,3,2,2,3
1,Não,2,2,7,44,1,1,1,2,3
1,Não,2,1,5,23,1,3,2,3,2
1,Não,2,1,5,57,2,1,3,2,3
1,Não,2,1,4,34,2,2,1,1,3
1,Não,2,1,5,50,1,1,1,1,2
1,Não,2,1,5,59,2,2,1,3,4
1,Não,1,1,6,30,1,4,1,1,2
1,Não,2,1,3,55,1,1,1,1,3
1,Não,2,1,5,35,2,2,1,1,2
1,Não,2,1,7,40,2,2,1,1,3
1,Sim,1,1,5,47,1,1,1,3,4
1,Não,2,1,6,33,2,2,1,2,2
1,Não,2,2,2,53,2,1,4,1,3
1,Não,2,1,3,76,2,2,1,2,4
1,Não,2,1,6,30,2,2,1,1,3
1,Não,2,2,6,34,1,1,1,2,3
1,Não,2,1,8,37,2,2,1,1,2
1,Não,1,1,4,25,2,6,2,1,2
1,Não,2,1,7,23,2,3,2,1,2
1,Não,2,1,6,39,2,2,1,3,2
1,Não,2,1,5,20,2,3,2,3,4
1,Não,2,1,8,37,2,2,1,1,2
1,Não,2,1,2,24,2,1,2,1,2
1,Não,1,1,6,43,1,1,1,1,3
1,Não,1,1,5,42,2,2,1,3,4
1,Não,2,1,3,34,1,1,1,1,3
1,Não,2,1,3,51,2,1,3,2,3
1,Sim,1,1,7,45,2,4,2,3,4
1,Não,2,1,3,39,2,1,3,2,2
1,Não,2,1,1,63,2,1,3,1,2
1,Não,2,1,1,72,2,1,3,1,3
1,Não,1,1,4,53,2,1,3,2,3
1,Sim,2,1,5,54,1,1,1,1,2
1,Não,2,1,5,21,1,3,2,1,2
1,Não,2,1,6,34,2,2,1,1,2
1,Não,2,2,6,32,2,2,1,2,3
1,Não,2,1,5,35,2,2,1,1,2
1,Não,2,1,5,37,1,1,1,1,2
1,Não,2,2,6,34,1,1,1,1,2
1,Não,2,1,6,38,2,2,1,1,3
1,Não,2,2,8,19,1,3,2,1,2
1,Não,2,2,3,24,2,3,2,1,2
1,Não,2,2,2,55,2,1,3,2,2
1,Não,2,1,1,51,2,1,3,1,2
1,Não,2,1,4,21,1,3,2,1,5
1,Não,2,2,4,32,2,2,1,1,2
1,Não,2,2,6,16,2,3,2,3,4
1,Não,2,1,6,34,1,1,1,1,3
1,Não,2,2,4,29,1,1,1,1,2
1,Não,2,1,7,36,1,1,1,1,2
1,Não,1,1,7,19,2,3,2,3,2
1,Não,2,1,4,60,1,1,1,1,3
1,Não,2,1,4,26,2,2,1,2,2
1,Sim,2,1,6,35,1,1,1,3,1
1,Não,2,1,5,16,2,3,2,3,1
1,Não,2,1,3,25,2,2,1,1,2
1,Não,2,1,4,23,1,3,2,3,4
1,Não,2,1,7,40,1,1,1,1,2
1,Não,2,2,6,61,1,1,1,1,3
1,Não,2,1,5,16,2,3,2,1,2
1,Não,2,1,1,58,2,1,3,2,2
1,Não,2,2,5,76,2,1,3,2,4
1,Não,2,1,6,42,2,2,1,1,5
1,Sim,2,1,1,41,1,1,2,1,9
1,Sim,1,1,6,32,1,1,1,3,1
1,Não,1,1,3,34,1,3,2,1,2
1,Não,1,1,4,26,1,1,1,1,2
1,Não,2,1,4,65,2,1,3,2,3
1,Não,2,1,3,19,2,5,2,1,3
1,Sim,1,1,6,42,2,2,1,3,4
1,Não,2,2,3,25,2,2,1,1,2
1,Não,2,2,5,45,2,1,3,1,3
1,Não,2,1,8,34,2,2,1,1,3
1,Não,2,1,2,41,2,1,3,1,3
1,Não,1,1,5,20,2,5,2,1,2
1,Não,2,2,2,64,2,1,3,2,1
1,Não,1,1,4,62,2,1,3,1,1
1,Não,2,1,4,31,1,1,1,1,3
1,Não,2,2,1,80,2,1,3,2,4
1,Não,2,1,5,18,2,3,2,3,2
1,Não,2,1,4,29,1,1,1,1,3
1,Não,2,1,2,73,2,1,3,2,3
1,Não,2,2,1,52,1,1,2,2,2
1,Não,1,1,1,30,1,1,4,1,2
1,Não,1,1,4,36,2,6,4,1,2
1,Não,2,2,5,30,2,2,1,1,3
1,Não,2,1,4,33,2,1,4,1,3
1,Não,2,1,4,16,2,3,2,3,3
1,Não,2,1,5,63,1,1,1,1,3
1,Não,2,2,6,35,1,1,1,1,2
1,Não,2,1,6,16,2,5,2,2,2
1,Não,1,2,5,34,1,1,1,1,2
1,Não,2,2,2,45,2,1,1,2,2
1,Não,2,1,3,29,2,2,1,1,4
1,Não,2,1,7,35,1,1,1,1,2
1,Não,2,1,2,72,1,1,1,1,3
1,Não,2,1,5,69,2,2,1,2,3
1,Não,2,2,6,44,1,1,1,3,3
1,Não,2,1,5,49,2,2,1,2,2
1,Não,2,1,1,30,2,1,2,2,2
1,Não,2,2,4,30,2,2,1,1,2
1,Não,2,2,1,79,2,1,1,2,5
1,Não,2,1,5,55,1,1,1,2,3
1,Não,2,1,5,42,2,2,1,1,2
1,Não,2,1,8,45,2,2,1,3,3
1,Não,2,1,6,21,1,4,1,3,1
1,Não,2,1,3,63,2,1,4,2,10
1,Não,2,1,5,18,1,3,2,3,1
1,Não,2,1,3,50,2,2,1,2,3
1,Sim,1,1,5,41,1,1,1,3,1
1,Sim,1,1,3,31,2,2,1,3,4
1,Não,2,1,6,48,2,2,1,6,2
1,Não,2,2,4,59,2,2,1,2,3
1,Não,2,1,4,39,2,4,2,2,2
1,Não,2,1,6,33,2,1,1,3,3
1,Não,2,1,5,53,2,2,1,2,3
1,Não,2,1,4,27,1,1,1,1,3
1,Não,1,1,2,69,1,1,4,3,4
1,Não,2,2,2,57,2,2,1,1,3
1,Não,1,1,5,18,1,3,2,3,4
1,Não,2,2,7,56,1,1,1,1,2
1,Não,2,1,5,17,2,3,2,1,4
1,Não,1,1,5,55,2,1,3,2,4
1,Não,2,1,5,48,2,1,4,1,3
1,Não,2,1,3,26,2,2,1,1,2
1,Não,2,1,3,79,1,1,1,1,1
1,Sim,1,1,3,54,1,1,1,3,1
1,Não,1,1,5,28,1,1,1,5,3
1,Não,2,1,5,31,2,3,2,1,2
1,Não,2,1,5,34,1,1,1,1,3
1,Não,2,1,6,32,1,1,1,1,2
1,Sim,1,1,6,38,1,1,1,4,8
1,Não,2,1,4,38,2,1,1,1,2
1,Não,2,1,6,40,1,1,1,1,2
1,Não,2,1,3,31,2,2,1,1,3
1,Não,2,1,5,45,2,1,3,1,1
1,Não,2,1,3,58,2,1,3,1,3
1,Não,2,2,1,25,2,1,4,3,2
1,Não,2,1,2,48,2,1,3,1,2
1,Não,2,2,4,60,2,2,1,2,1
1,Não,2,1,7,36,2,2,1,1,3
1,Não,2,1,7,31,2,2,1,3,1
1,Não,2,1,7,37,1,1,1,1,3
1,Não,2,1,6,17,1,3,2,1,3
1,Não,2,1,4,41,1,1,1,1,2
1,Não,2,2,2,17,2,3,2,1,3
1,Não,2,1,6,20,1,3,2,1,2
1,Não,2,2,4,24,2,1,3,1,5
1,Não,2,2,5,44,2,2,1,3,2
1,Não,2,1,3,74,2,1,4,2,4
1,Sim,1,1,4,38,1,2,1,1,1
1,Não,2,2,6,53,1,1,1,2,2
1,Não,1,1,3,60,2,1,3,3,3
1,Não,2,1,6,41,2,2,1,1,3
1,Não,1,1,3,54,2,1,3,1,3
1,Não,2,1,4,30,2,1,1,2,2
1,Não,2,1,1,75,2,1,4,2,3
1,Não,2,2,3,21,1,1,1,1,2
1,Não,2,1,6,58,2,1,3,1,3
1,Não,2,1,4,38,2,2,1,1,3
1,Não,2,1,5,52,2,2,1,3,3
1,Não,2,2,7,33,2,2,1,1,3
1,Não,2,1,8,18,1,3,2,1,2
1,Não,2,1,3,21,2,2,1,1,3
1,Não,2,1,5,63,2,2,1,2,4
1,Não,2,1,3,46,2,2,1,1,3
1,Não,2,2,5,57,1,1,1,1,10
1,Não,2,1,4,65,1,1,1,1,3
1,Não,2,1,2,22,2,2,1,1,1
1,Não,2,1,6,43,1,1,1,1,3
1,Não,2,1,5,59,1,1,1,2,2
1,Não,2,1,8,45,1,1,1,1,2
1,Sim,2,1,9,45,2,2,1,1,1
1,Sim,1,1,3,45,2,1,3,3,4
1,Não,2,1,6,36,2,2,1,2,3
1,Não,2,1,4,20,1,3,2,3,2
1,Não,2,1,2,18,1,3,2,1,3
1,Não,2,1,2,59,2,1,3,2,2
1,Não,2,1,3,27,1,1,1,1,3
1,Não,2,1,4,49,2,2,1,2,3
1,Não,2,1,3,64,2,2,1,2,3
1,Não,2,2,6,51,2,2,1,1,3
1,Não,2,1,7,48,2,2,1,1,3
1,Não,2,1,3,26,1,1,1,1,2
1,Não,2,2,1,60,2,1,3,2,3
1,Não,1,1,6,32,2,2,1,1,2
1,Não,2,2,5,27,2,2,1,1,2
1,Sim,1,1,9,58,1,1,1,1,2
1,Não,2,2,6,56,2,2,1,2,2
1,Não,1,1,6,43,2,2,1,1,3
1,Não,1,2,3,73,2,1,3,2,4
1,Sim,1,1,4,49,1,1,1,4,5
1,Sim,1,1,3,31,2,2,1,3,4
1,Não,2,1,9,37,2,2,1,1,3
1,Sim,1,1,7,28,2,3,2,3,2
1,Sim,1,1,5,56,2,1,3,1,5
1,Não,2,1,6,24,2,2,1,3,1
1,Não,2,1,6,80,2,1,3,2,3
1,Não,2,2,6,35,2,1,1,1,3
1,Não,2,1,4,31,2,2,1,1,3
1,Não,2,2,4,25,2,2,1,1,3
1,Não,2,1,6,27,2,4,2,4,4
1,Não,2,1,2,51,2,1,3,1,3
1,Não,2,1,2,66,2,1,3,2,3
1,Não,2,1,6,23,2,3,2,1,2
1,Não,2,2,9,30,2,2,1,2,2
1,Não,2,1,4,26,2,2,1,1,3
1,Não,2,1,3,75,2,1,3,2,3
1,Não,1,1,4,45,1,1,1,3,8
1,Sim,2,1,4,32,1,1,1,2,3
1,Não,1,1,3,52,2,1,3,2,3
1,Não,2,1,6,67,2,1,3,2,3
1,Não,2,1,4,34,1,1,1,1,3
1,Não,2,1,5,31,2,2,1,1,3
1,Não,2,1,5,34,1,1,1,1,3
1,Não,2,1,7,41,1,1,1,1,3
1,Não,2,1,7,16,1,3,2,1,2
1,Não,2,1,5,55,2,1,3,2,2
1,Não,2,1,3,23,2,2,1,1,3
1,Não,2,1,3,47,2,1,4,3,3
1,Não,1,1,2,25,1,4,2,3,2
1,Não,2,1,3,18,1,1,2,1,4
1,Não,1,1,2,26,2,3,2,3,5
1,Não,1,1,5,72,2,1,3,1,5
1,Não,2,1,4,27,2,2,1,1,3
1,Não,2,1,3,16,2,3,2,1,2
1,Não,2,1,3,53,2,1,3,1,3
1,Sim,1,1,7,32,1,1,1,1,2
1,Não,2,2,6,30,1,3,2,1,3
1,Não,2,2,3,17,2,4,2,3,3
1,Não,2,1,3,26,2,2,1,1,2
1,Sim,2,1,4,31,1,1,1,1,3
1,Não,1,1,6,33,2,2,1,1,2
1,Não,2,2,4,40,2,1,3,2,2
1,Sim,1,1,3,70,1,1,1,1,8
1,Não,2,1,5,18,2,4,2,1,3
1,Sim,2,1,4,42,1,1,1,3,8
1,Não,2,1,5,31,2,2,1,1,4
1,Não,1,1,8,43,1,1,1,1,6
1,Não,2,1,4,28,1,1,1,1,3
1,Não,2,1,6,16,1,3,2,1,4
1,Não,2,1,4,37,1,1,1,1,2
1,Não,2,1,1,63,2,1,3,2,2
1,Não,2,1,2,28,1,1,1,1,2
1,Não,2,1,4,30,2,2,1,1,3
1,Sim,2,1,7,43,1,1,1,3,3
1,Sim,2,1,4,36,1,1,1,1,3
1,Não,2,2,4,28,2,2,1,1,2
1,Não,2,1,4,35,2,2,1,1,3
1,Não,2,1,8,36,1,3,2,4,3
1,Não,2,1,4,19,2,3,2,1,3
1,Não,2,1,3,35,2,2,1,1,2
1,Não,2,2,3,63,2,2,1,2,1
1,Não,2,1,5,32,2,2,1,1,3
1,Não,2,1,3,33,2,2,1,1,3
1,Não,2,1,3,35,1,1,1,1,1
1,Não,2,1,4,45,1,1,1,1,3
1,Não,2,1,7,43,2,2,1,3,3
1,Não,2,1,3,51,2,1,3,1,3
1,Não,2,1,5,22,2,3,2,3,3
1,Sim,2,1,3,20,2,2,1,1,1
1,Não,2,1,4,20,2,3,2,1,3
1,Não,2,2,4,59,1,2,1,1,2
1,Não,2,1,5,53,2,1,3,1,3
1,Sim,2,1,6,36,1,1,1,1,3
1,Não,2,2,7,46,1,1,1,1,3
1,Não,2,1,9,35,1,1,1,1,3
1,Não,2,1,3,20,1,3,2,3,3
1,Não,2,1,7,38,2,2,1,1,3
1,Não,2,1,7,44,2,2,1,1,3
1,Não,2,1,2,16,2,4,2,3,3
1,Não,2,1,7,49,1,1,1,2,2
1,Não,2,1,5,38,1,1,1,1,1
1,Não,2,2,2,60,2,1,3,2,3
1,Não,2,1,4,28,1,1,1,1,3
1,Não,2,1,4,63,2,2,1,1,3
1,Não,2,1,7,40,2,2,1,1,2
1,Não,2,1,3,18,2,3,2,1,3
1,Não,2,2,3,37,2,2,1,2,2
1,Não,2,1,5,35,2,2,1,1,2
1,Não,2,1,6,24,2,3,2,3,2
1,Não,2,1,9,20,2,3,2,1,2
1,Não,2,1,7,47,1,1,1,2,3
1,Não,2,1,3,29,1,1,1,3,3
1,Sim,2,1,5,59,1,1,1,3,5
1,Não,2,1,3,18,1,3,2,1,3
1,Não,2,1,5,51,2,1,3,3,4
1,Não,2,1,5,30,2,2,1,1,3
1,Não,2,1,5,32,1,1,1,1,3
1,Não,1,1,5,38,2,1,3,3,3
1,Não,2,1,2,22,2,1,4,1,3
1,Não,2,2,9,20,1,3,2,3,2
1,Não,1,1,8,36,2,3,2,1,4
1,Sim,2,1,4,46,2,1,3,3,3
1,Não,2,1,6,50,2,1,3,2,3
1,Não,2,2,4,55,2,3,4,1,3
1,Não,2,1,5,41,2,2,1,3,3
1,Não,2,2,4,53,2,1,3,2,2
1,Não,2,1,5,30,1,1,1,1,2
1,Não,2,1,8,39,2,2,1,1,3
1,Não,2,1,5,35,1,1,1,2,2
1,Não,2,1,4,35,1,1,1,1,2
1,Não,2,1,6,30,2,2,1,1,3
1,Não,2,1,3,60,2,2,1,2,3
1,Não,1,1,4,29,2,2,1,1,4
1,Não,2,1,5,42,2,1,3,4,3
1,Não,2,1,7,46,1,1,1,1,3
1,Não,2,1,7,55,1,1,1,2,3
1,Não,2,1,4,33,2,2,1,1,2
1,Não,2,2,5,24,2,2,1,1,5
1,Não,2,1,3,23,2,2,1,1,2
1,Não,1,1,4,42,1,1,1,1,3
1,Não,1,1,4,25,1,6,2,1,2
1,Sim,1,1,6,35,1,1,1,3,3
1,Sim,1,1,3,21,2,5,2,3,5
1,Não,2,2,2,63,2,1,4,6,2
1,Não,1,1,2,27,2,2,1,3,4
1,Não,2,1,2,26,2,1,2,3,3
1,Não,2,1,7,40,2,2,1,1,3
1,Não,2,1,5,43,1,1,1,1,1
1,Sim,2,1,6,31,1,1,1,1,2
1,Não,2,2,5,54,2,1,3,1,2
1,Não,1,1,7,19,1,3,2,3,4
1,Não,2,1,7,48,1,1,1,1,3
1,Não,2,1,6,31,2,1,4,1,6
1,Não,1,2,6,54,2,1,3,2,3
1,Não,2,2,1,65,2,1,3,1,3
1,Não,2,1,5,29,1,1,1,1,3
1,Não,2,2,4,30,1,1,1,1,2
1,Sim,2,1,6,31,2,2,1,1,1
1,Não,2,1,5,44,1,1,1,1,3
1,Não,2,1,2,25,1,1,4,1,1
1,Não,2,1,5,37,2,2,1,1,3
1,Não,2,1,6,33,2,2,1,1,2
1,Não,2,2,5,30,2,2,1,1,2
1,Não,2,1,5,36,2,2,1,1,1
1,Sim,2,1,6,30,2,3,1,1,2
1,Não,2,2,3,58,2,1,4,2,2
1,Não,2,1,4,25,1,3,2,3,1
1,Não,2,1,4,25,2,2,1,1,2
1,Não,1,1,2,68,1,1,1,2,5
1,Não,2,1,5,47,2,2,1,3,3
1,Não,2,1,5,52,2,1,4,1,2
1,Não,2,1,5,67,2,2,1,2,2
1,Não,2,2,6,45,2,2,1,1,2
1,Não,2,2,6,28,2,2,1,1,2
1,Não,2,2,7,21,1,3,2,3,3
1,Não,2,1,2,23,2,2,1,1,2
1,Não,2,1,2,60,1,1,1,1,3
1,Não,2,1,6,51,2,1,3,2,3
1,Não,2,1,5,56,2,2,1,1,3
1,Não,2,1,5,33,2,2,1,1,10
1,Não,2,1,4,52,1,1,1,2,3
1,Não,2,1,5,29,2,2,1,1,2
1,Sim,2,1,7,43,2,1,1,3,5
1,Não,2,1,7,37,1,1,1,4,8
1,Não,2,1,4,39,2,1,3,1,2
1,Sim,2,1,1,57,1,1,4,1,5
1,Não,2,1,3,37,1,1,1,2,2
1,Não,2,1,8,39,2,2,1,1,3
1,Não,2,1,6,35,2,2,1,1,2
1,Não,2,1,7,25,2,3,2,1,3
1,Sim,2,1,3,59,2,2,1,2,3
1,Não,2,2,4,30,2,1,3,1,2
1,Não,2,1,7,33,2,2,1,1,3
1,Não,2,1,4,21,2,2,1,1,4
1,Não,2,1,4,26,2,3,2,1,3
1,Não,2,2,3,70,1,1,1,1,5
1,Não,2,2,5,29,2,2,1,1,2
1,Não,2,1,5,30,2,3,2,2,1
1,Não,2,1,2,58,2,1,4,2,3
1,Não,2,1,5,32,2,1,4,1,2
1,Sim,2,1,4,28,1,1,1,1,1
1,Sim,1,1,6,33,1,1,1,1,1
1,Não,2,1,5,36,2,2,1,1,3
1,Não,2,2,1,62,2,1,1,1,2
1,Não,2,1,5,46,1,1,1,1,3
1,Não,2,1,6,21,2,3,2,3,3
1,Não,2,2,8,45,1,1,1,2,1
1,Não,1,1,6,16,1,3,2,1,2
1,Não,2,2,5,31,2,2,1,2,3
1,Não,2,2,6,63,1,1,1,2,3
1,Não,2,2,6,16,2,3,2,1,2
1,Sim,1,1,5,35,1,1,1,3,3
1,Não,2,1,3,70,1,1,1,2,3
1,Não,2,1,5,65,2,2,1,1,3
1,Não,2,1,5,16,2,5,2,3,4
1,Não,2,1,7,51,1,1,1,1,4
1,Sim,2,1,5,56,1,1,1,2,3
1,Não,2,1,2,67,2,1,3,2,3
1,Não,2,1,5,28,1,1,1,1,2
1,Não,2,1,2,51,2,1,3,1,3
1,Sim,2,1,7,45,1,1,1,1,3
1,Não,2,1,3,25,1,4,2,1,3
1,Não,2,1,6,38,2,2,1,2,2
1,Sim,1,1,7,46,2,3,1,3,1
1,Não,1,1,5,48,2,2,1,3,1
1,Não,2,1,2,20,2,3,2,1,2
1,Sim,1,1,4,36,1,1,1,4,6
1,Não,2,2,6,21,1,3,2,3,2
1,Não,2,1,2,47,2,1,3,1,3
1,Não,2,1,4,21,1,3,2,3,1
1,Não,2,1,6,18,2,3,2,1,1
1,Não,2,1,4,48,2,2,1,1,2
1,Sim,1,1,5,46,1,1,1,4,1
1,Não,2,1,4,26,1,1,1,1,4
1,Não,2,2,3,79,2,1,3,1,4
1,Não,2,2,2,60,2,1,3,1,3
1,Não,2,1,2,40,2,1,4,2,2
1,Não,2,1,9,58,2,1,1,2,3
1,Não,2,1,3,25,2,2,1,1,4
1,Não,2,2,5,47,1,1,1,2,2
1,Não,2,1,8,43,2,2,1,1,3
1,Não,2,1,6,18,2,3,2,3,4
1,Não,2,1,4,23,2,2,1,1,3
1,Não,2,1,6,30,2,2,1,1,4
1,Não,1,1,3,27,2,2,1,1,3
1,Não,1,1,3,25,2,2,1,1,3
1,Não,2,1,4,25,2,2,1,1,2
1,Não,2,1,4,35,1,1,1,1,3
1,Não,1,1,5,22,2,3,2,3,4
1,Não,2,1,6,55,1,1,1,1,3
1,Não,2,1,4,60,2,2,1,2,3
1,Não,2,1,4,68,1,1,1,1,3
1,Não,2,1,5,21,1,3,2,1,3
1,Não,2,1,5,62,2,2,1,1,3
1,Sim,1,1,5,35,1,1,1,1,1
1,Não,2,1,5,30,2,2,1,1,3
1,Não,2,1,5,71,2,1,4,2,9
1,Sim,2,1,5,34,1,1,1,3,1
1,Sim,2,1,6,49,2,2,1,2,5
1,Não,2,2,3,63,2,1,3,2,3
1,Não,2,1,1,58,1,1,4,1,3
1,Sim,2,1,7,50,1,1,1,5,2
1,Não,2,1,1,63,2,1,3,1,3
1,Não,2,1,7,16,1,3,2,1,3
1,Não,2,1,4,30,1,1,1,1,3
1,Não,2,1,3,30,1,1,1,1,3
1,Não,2,1,6,25,2,3,2,3,3
1,Não,2,1,4,25,1,1,1,1,2
